S,context_noise_level,trust_scale_mult,gate_scale_mult,gate_mode,trust_floor,policy_label,n,mean_reward_pct_oracle,mean_transition_l1_error,mean_off_support_leakage,mean_top1_agreement,mean_top2_agreement,mean_cum_regret
20,0.2,2.0,0.25,beta,0.1,tm_tw_refined_gated_offline_best_beta,10,78.33720456884842,0.19062083194271587,0.02545780760350439,0.48100000000000004,0.721,191236.85463836679
20,0.3,0.5,1.0,beta,0.1,tm_tw_refined_gated_offline_low_rank_best_beta,10,73.36847270118885,0.2048737669029454,0.02811464223892305,0.44800000000000006,0.67,247029.95244733398
20,0.3,1.0,1.0,deterministic,0.1,exp4_dense,10,65.18463170602116,0.28823644219221417,0.038686021289694575,0.418,0.65,324199.44393902284
20,0.3,1.0,1.0,deterministic,0.1,global_ucb_tw_dense,10,44.5682419951174,0.2881700999917377,0.037961986923363486,0.263,0.488,514888.16090951057
20,0.3,1.0,1.0,deterministic,0.1,local_ucb_tw_dense,10,55.69135197517842,0.2881317768432271,0.03814082368732863,0.359,0.5980000000000001,440986.33487478306
20,0.3,1.0,1.0,deterministic,0.1,oracle,10,85.72456409089973,0.2869033546257043,0.03829636813495581,0.709,0.8640000000000001,140442.39555214724
20,0.3,1.0,1.0,deterministic,0.1,state_thompson,10,57.90534602374346,0.2851761643165793,0.03836794290271461,0.348,0.549,403553.2355226899
20,0.3,1.0,1.0,deterministic,0.1,tm_tw_dense,10,61.1095652697389,0.2834797165207015,0.03750657428243015,0.37,0.608,351506.277694413
20,0.3,1.0,1.0,deterministic,0.1,tm_tw_gated_offline,10,61.37894803196595,0.2038388152857254,0.027661958957012824,0.388,0.647,382292.2300279938
20,0.3,1.0,1.0,deterministic,0.1,tm_tw_gated_offline_low_rank,10,51.14915588358206,0.2045540532356504,0.027640480391626022,0.288,0.538,445897.45858173876
20,0.3,1.0,1.0,deterministic,0.1,tm_tw_refined_dense,10,73.36587558378662,0.2869353991151588,0.03851397135120383,0.45199999999999996,0.6679999999999999,245680.1666606848
20,0.3,1.0,1.0,deterministic,0.1,tm_tw_refined_gated_offline,10,73.77345042217365,0.20441222626305106,0.02790791087757603,0.45199999999999996,0.7030000000000001,240033.1191084254
20,0.3,1.0,1.0,deterministic,0.1,tm_tw_refined_gated_offline_low_rank,10,72.68821460938686,0.20504881550726672,0.027931034631210723,0.475,0.701,244133.1885968581
20,0.3,1.0,1.0,deterministic,0.1,tm_tw_refined_support_offline,10,67.32168251629972,0.10788696909643347,0.00983267485241492,0.425,0.679,315276.3471168976
20,0.3,1.0,1.0,deterministic,0.1,tm_tw_support_offline,10,49.536610906747185,0.11093795268457288,0.00995963505114946,0.322,0.516,454833.65620408097
20,0.3,1.0,1.0,deterministic,0.1,tw_dense,10,52.10920411927045,0.286225415908908,0.03773398752143398,0.356,0.567,461474.20654381206
20,0.3,1.0,1.0,deterministic,0.1,tw_gated_offline,10,55.73786271073899,0.20299626420579858,0.027544168657149933,0.355,0.5940000000000001,405454.9563977389
20,0.3,1.0,1.0,deterministic,0.1,tw_gated_offline_low_rank,10,51.950672200107434,0.20477056922594694,0.027878585927104273,0.33399999999999996,0.5660000000000001,441262.0326597785
20,0.3,1.0,1.0,deterministic,0.1,tw_support_offline,10,64.55217918347515,0.1108372790873601,0.01001113417075401,0.42300000000000004,0.64,330238.969674697
20,0.3,2.0,0.25,beta,0.1,tm_tw_refined_support_gated_offline_low_rank_best_beta,10,73.81969351428106,0.10932002272957411,0.01001967432736539,0.44000000000000006,0.663,239701.71732937475
20,0.3,2.0,1.0,beta,0.1,tm_tw_refined_gated_offline_best_beta,10,75.98682028771898,0.20313390062064457,0.027692829884371377,0.496,0.741,226583.18821334429
50,0.0,0.5,1.0,beta,0.1,tm_tw_refined_gated_offline_best_beta,10,80.39007839167392,0.24010633283929378,0.012436305399364491,0.54,0.7819999999999999,206396.51723096924
50,0.0,0.5,1.0,beta,0.1,tm_tw_refined_gated_offline_low_rank_best_beta,10,79.81120192469334,0.24012016488402357,0.01244362468887079,0.532,0.77,204019.0827204741
